Dialogue ID,Dialogue,Character Name,Banter
6794,"How will we know what it is when we get in there? After all, a Horcrux can be anything.",Ron Weasley,0
1292,Let's think. Who do we know who thinks all Muggle-borns are scum?,Ron Weasley,0
6686,What are we gonna do? We can't leave Hermione alone with her.,Ron Weasley,0
4649,Yeah ?,Ron Weasley,1
4115,But why the Department of Mysteries?,Ron Weasley,0
2043,"Shove off, Malfoy.",Ron Weasley,0
2827,Been looking for you for ages. Thought we lost you.,Ron Weasley,0
2527,Harry! What did you just do?,Ron Weasley,1
6528,"I could feel it inside me.  It was warm, like the first sip of a good cup of tea.  And I knew it would take me where I needed to go.",Ron Weasley,0
588,"That's me! Only, I'm head boy...and I'm holding the Quidditch cup! And bloody hell, I'm Quidditch Captain too! I look good. Harry, do you think this mirror shows the future?",Ron Weasley,0
2372,Spiders! There's... There's spiders. Spiders. They want me to tap-dance. I don't wanna tap-dance!,Ron Weasley,0
6349,"Fine.  I get it.  I saw you two the other night.  Yeah, that's right.  Didn't know I knew, did you?",Ron Weasley,0
7218,Never! Do you hear me! NEVER!,Ron Weasley,1
704,And to think I've been worrying about my Potions final.,Ron Weasley,0
6533,It was true.  Every word.,Ron Weasley,1
1472,Uh Harry?,Ron Weasley,0
4770,A hundred and fifty.  Give or take a few years.,Ron Weasley,0
2125,When did she get here?,Ron Weasley,1
394,Alohomora?,Ron Weasley,0
3128,Ginny these must be for you.,Ron Weasley,0
6525,So I took this and I clicked it and this tiny ball of light appeared.  And I knew.,Ron Weasley,0
2374,"Right, yeah. Tell them. I'll tell them...",Ron Weasley,1
203,Scar...?,Ron Weasley,0
6831,Hey. Easy.,Ron Weasley,1
2111,"Listen to the idiot. He's really laying it on thick, isn't he?",Ron Weasley,0
5448,No.,Ron Weasley,1
6004,"You're amazing, you are.",Ron Weasley,1
6579,"Yeah, all right...",Ron Weasley,1
759,"Kill us faster?! Oh, now I can relax!",Ron Weasley,0
1455,Whose hair are you ripping out then?,Ron Weasley,0
7426,But that means...,Ron Weasley,1
6820,Go on.,Ron Weasley,1
5237,You die.,Ron Weasley,1
7215,He's gone. The snake too.,Ron Weasley,0
6029,You're the boss. Hermione?,Ron Weasley,1
2205,"He's got a point, you know.",Ron Weasley,1
3125,Not now Nigel. Later. Go on.,Ron Weasley,1
806,"It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight.",Ron Weasley,0
5435,So.  Did you and Ginny do it?,Ron Weasley,0
5377,What happened to me?,Ron Weasley,1
1123,Ahh! Ahh! Ahh!,Ron Weasley,1
6981,Who's that with her? Bloody hell...,Ron Weasley,1
2614,"Hermione, no! He's not worth it.",Ron Weasley,0
197,"Excuse me, do you mind? Everywhere else is full.",Ron Weasley,0
211,"They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!",Ron Weasley,0
5105,"Hermione's got nice skin. Wouldn't you say?  As skin goes, I mean.",Ron Weasley,0
607,That's insulting! It's as if they don't trust us!  Dumbledore again!,Ron Weasley,0
2846,Packet of drewbals and a liquorice wand.,Ron Weasley,0
608,Leg-Locker Curse?,Ron Weasley,0
2468,"Oh, no.",Ron Weasley,1
1677,"But if it kills by looking people in the eye, why is it no one's dead?",Ron Weasley,0
5347,Snogging?  Who're you talking about?,Ron Weasley,0
6138,"I gotta tell you, I'm starting to freak out a bit.",Ron Weasley,0
6039,"We've got to get off the streets, get somewhere safe.",Ron Weasley,0
6324,The sword was stolen.,Ron Weasley,0
4814,Hey.  Where's Hermione?,Ron Weasley,0
630,I know what it means!,Ron Weasley,1
219,Fred gave me a spell as to turn him yellow. Want to see?,Ron Weasley,0
1419,"Exactly! Now the whole school's gonna think you're his great- greatgreat grandson, or something.",Ron Weasley,0
2602,"He's my rat, sir. He's not really a rat. He was a rat. He was my brother Percy's rat. But then they gave him an owl...",Ron Weasley,0
625,The what?,Ron Weasley,1
1164,"Bloody bird's a menace. Oh, no!",Ron Weasley,0
1057,Mum fancies him.,Ron Weasley,0
3232,Go on.,Ron Weasley,1
432,"It's Levioooosa, not Leviosaaaar.  She's a nightmare, honestly. No wonder she hasn't got any friends!",Ron Weasley,0
2585,Hermione! Bad idea. Bad idea.,Ron Weasley,0
7016,"Six months she hasn't seen me and it's like I'm Frankie First Year. I mean, I'm only her brother.",Ron Weasley,0
1244,I don't like spiders What's that?,Ron Weasley,0
6336,"Yeah, and we're about as near getting rid of it as we are to finding the rest of them, aren't we!",Ron Weasley,0
7140,Bloody hell. We/'ll never find him on this.,Ron Weasley,0
1960,Harry.,Ron Weasley,1
3860,You said she was making you do lines!,Ron Weasley,0
2360,"Harry, you've seen the way that bloodthirsty beast of hers... is always lurking about. And Scabbers is gone.",Ron Weasley,0
568,Whoa!,Ron Weasley,1
6124,"The world's mental.  Come on, drink up.  We've got a Horcrux to find.",Ron Weasley,0
514,Jinxing the broom? What do we do?,Ron Weasley,0
1743,I'm fine!,Ron Weasley,0
3057,Anything else?,Ron Weasley,1
4397,"Harry, have you seen this?",Ron Weasley,1
603,...I forgot.,Ron Weasley,1
7178,Where will he take her?,Ron Weasley,1
820,Ahhhh!,Ron Weasley,1
7420,"Not exactly leaving the place better than we found it, are we?",Ron Weasley,0
1140,"We'll go and get our stuff, then.",Ron Weasley,1
5809,"Never done that before, have we?",Ron Weasley,1
6529,So I Disapparated and came out on this hillside.  It was dark.  I didn't have any idea where I was. I just had to hope one of you would show yourselves in the end. And you did.,Ron Weasley,0
1277,Ahem. Vera verto!,Ron Weasley,0
6560,Luna?,Ron Weasley,0
5154,I'm resigning.  After today's match.  McLaggen can have my spot.,Ron Weasley,0
557,"Harry wake up! Come on Harry, wake up!",Ron Weasley,0
2021,"Sure. Except no one's ever broken out of Azkaban before... and he's a murderous, raving lunatic.",Ron Weasley,0
2766,Bloody hell.,Ron Weasley,1
2018,Let me get this straight. Sirius Black has escaped from Azkaban to come after you?,Ron Weasley,0
1464,How thick could you get?,Ron Weasley,1
1408,You're a Parselmouth? Why didn't you tell us?,Ron Weasley,0
6707,Shell Cottage on the outskirts of Tinworth. Trust me.,Ron Weasley,0
1573,No!,Ron Weasley,1
554,We've looked a hundred times.,Ron Weasley,1
3612,"We've only seen him twice, and not for very long. He's really busy.",Ron Weasley,0
2624,"Not good, brilliant.",Ron Weasley,1
2058,"Oh, don't try one of them. Oh, no. Look at him. His face.",Ron Weasley,0
957,"Rescuing you, of course. Now, come on. Get your trunk!",Ron Weasley,0
3124,Thank you Nigel.,Ron Weasley,0
2278,Twice.,Ron Weasley,1
3154,This is mad. At this rate we'll be the only ones in our year without dates.,Ron Weasley,0
3230,Yeah that is what I think.,Ron Weasley,1
966,"Come on, Harry! Hurry up!",Ron Weasley,0
2469,He bit me! Scabbers!,Ron Weasley,0
1668,The flying gear's jammed!,Ron Weasley,0
2743,"Quiet. Let the man through. I didn't mean to open it, Harry. It was badly wrapped. They made me do it.",Ron Weasley,0
813,"You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King.",Ron Weasley,0
2014,Oh.,Ron Weasley,1
3196,Traditional?? They're ancient! I look like my great aunt Tessie.,Ron Weasley,0
6543,Nothing.,Ron Weasley,1
369,"Fred and George are on the team, too. Beaters.",Ron Weasley,0
1589,Hermione!,Ron Weasley,0
6117,Right. So let's do it.  Who gets who?,Ron Weasley,0
2855,"Loads according to Dad, that's what worried them so much. Happened right under their noses.",Ron Weasley,0
562,Yeah!,Ron Weasley,1
6659,Weasley... Barney Weasley.,Ron Weasley,0
5345,Do you think she knows I exist?,Ron Weasley,0
5380,I feel really... bad.,Ron Weasley,0
1567,"We don't even know this Tom Riddle. He sounds like a dirty, rotten snitch to me.",Ron Weasley,0
983,Do you think it'd be all right if we had some of this?,Ron Weasley,0
217,"Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?",Ron Weasley,0
4905,"Ron Weasley, sir.  But I'm dead awful at Potions, a menace actually, so I probably should just be going --",Ron Weasley,0
6530,I've always liked it.  These flames Hermione makes.,Ron Weasley,0
1158,"Huhh Say it, I'm doomed.",Ron Weasley,1
7278,"We thought you'd gone to the forest, we thought you might be --",Ron Weasley,0
250,There isn't a witch or wizard who went bad who wasn't in Slytherin.,Ron Weasley,0
3858,Harry--bloody hell!,Ron Weasley,1
1129,Ahh!,Ron Weasley,1
3787,What if he were still on his...,Ron Weasley,0
280,I know you! You're Nearly Headless Nick!,Ron Weasley,0
5290,"Lav, c'mon. Of course I'll wear it.",Ron Weasley,0
221,Ahem. Sun-,Ron Weasley,1
2439,Scabbers! You're alive!,Ron Weasley,0
3492,Well I won't. You know I won't!,Ron Weasley,1
6910,That was brilliant! BRILLIANT!,Ron Weasley,1
623,This is light?,Ron Weasley,1
6531,How long you reckon she'll stay mad at me?,Ron Weasley,0
6864,You don't say.  Just out of interest... is there any other way out of here?,Ron Weasley,0
532,Fluffy?,Ron Weasley,1
4460,"Hiyya, Harry.",Ron Weasley,1
504,Yay!,Ron Weasley,1
1282,Three guesses who.,Ron Weasley,1
6329,"All right, I'll spit it out. Don't expect me to skip up and down because now there's some other damn thing we've got to find.",Ron Weasley,0
328,"Up!!  Ooh!  Shut up, Harry.",Ron Weasley,1
1134,"Honestly, Professor Snape, I think it did more damage to us.",Ron Weasley,0
1570,"That'll be a cheerful visit! Hello, Hagrid! Tell us, have you been setting anything mad and hairy loose in the castle lately?â",Ron Weasley,0
2961,Never mind. Doesn't matter. You could have let your best friend know though.,Ron Weasley,0
4802,C'mon. Let's go.,Ron Weasley,1
6875,It's been trained to expect pain when it hears the noise.,Ron Weasley,0
7094,Me too. Hermione: I didn't expect it to be like this.,Ron Weasley,1
6571,Aren't you the one who keeps telling everyone it's their first duty to help Harry?,Ron Weasley,0
6060,Hey!  I think you two better come down here.,Ron Weasley,1
1661,Glad we're out of there! Ah- Aaaah!,Ron Weasley,1
6027,Suppose it's him that did Mad-Eye. How would you feel then?,Ron Weasley,0
4804,Hi.,Ron Weasley,1
1803,"Thanks, sir!",Ron Weasley,1
2115,Who?,Ron Weasley,1
570,I know what that is. That's an invisibility cloak.,Ron Weasley,0
246,"Mental that one, I'm telling you.",Ron Weasley,1
3137,Something's about to burst out of Hilary but I don't think it's a swan.,Ron Weasley,0
1115,Stop! Stop! Stop! Huh Aahh!,Ron Weasley,1
392,"That's it, we're done for!",Ron Weasley,1
1580,"Who ever it was, they must have been looking for something.",Ron Weasley,0
867,All right? You?,Ron Weasley,1
5828,I knew Ginny was lying about that tattoo.,Ron Weasley,0
6470,"No, I... I did think maybe I saw something -- when I was running -- over there --",Ron Weasley,0
2096,"That was wicked, Harry!",Ron Weasley,0
1001,"Dad works in the Ministry of Magic, in the Misuse of Muggle Artifacts Office. Dad loves Muggles, thinks they're fascinating.",Ron Weasley,0
4806,Fred reckons people need a laugh these days.,Ron Weasley,0
4118,Bloody hell!,Ron Weasley,1
6883,Blimey...,Ron Weasley,1
3161,Come on. It's one thing for a bloke to show up alone. For a girl it's just sad.,Ron Weasley,0
6933,Maybe it's because of the Horcruxes. Maybe he's growing weaker. Maybe he's dying.,Ron Weasley,0
1651,Ahh- hhh,Ron Weasley,1
1747,Lockhart's memory charm backfired. He hasn't got a clue who he is!,Ron Weasley,0
6813,Always good value. I'll miss her.,Ron Weasley,1
6348,Are you staying?  Or coming?,Ron Weasley,1
2414,"She's gone mental, Hermione has. I mean, not that she wasn't always mental... but now it's in the open for everyone to see.",Ron Weasley,0
7142,Brilliant.,Ron Weasley,1
1526,"But, it can't hurt if someone throws something at you. I mean, it'll just go right through you.",Ron Weasley,0
6942,Did you get a look at him! Fora second I thought it was --,Ron Weasley,0
1725,Better you than us.,Ron Weasley,1
1674,What's that?,Ron Weasley,1
791,"Alohomora!  Well, it was worth a try.",Ron Weasley,0
819,Check.,Ron Weasley,0
5017,The who?,Ron Weasley,1
4043,Get McGonagall! Go!,Ron Weasley,1
4347,Stupify!,Ron Weasley,0
3219,"No, we'd NOT care to join you and Viktor.",Ron Weasley,0
6869,Imperio!,Ron Weasley,0
6588,The what?,Ron Weasley,1
6113,No.  He's worried he should have got more money for it.,Ron Weasley,0
1683,Pipes? It's using the plumbing!,Ron Weasley,0
6923,What happens when he finds out four are gone?,Ron Weasley,0
2543,What are you trying to do to him? Scabbers! Leave him alone! Get off him! What are you doing?,Ron Weasley,0
745,Sorry.,Ron Weasley,1
595,"Harry, I know what you're thinking, but don't. There's something not quite right about that mirror.",Ron Weasley,0
1644,Harry.,Ron Weasley,1
565,What is it?,Ron Weasley,1
5909,Won't he know he's being hunted?,Ron Weasley,0
6518,With this.,Ron Weasley,1
4815,"Harry, where is she?",Ron Weasley,0
591,I'll be right back.  Want to play chess?,Ron Weasley,0
6327,"Problem?  There's no problem.  Not according to you, anyway.",Ron Weasley,1
583,Why?,Ron Weasley,1
6133,That's bloody disgusting.,Ron Weasley,1
2471,"Scabbers, come back!",Ron Weasley,0
6207,Long story.  Nice meeting you.,Ron Weasley,1
227,I'm...Ron Weasley.,Ron Weasley,1
4019,"Come off it, Hagrid! We're not blind!",Ron Weasley,0
760,Hermione!!,Ron Weasley,0
6156,"Finite Incantatem, okay.  And if that doesn't work...?",Ron Weasley,0
2087,You're supposed to stroke it.,Ron Weasley,0
4817,Bloody hell.,Ron Weasley,1
3120,Yeah it is isn't it. Suppose I was a bit distraught.,Ron Weasley,0
5439,"Still no luck with Slughorn, I take it?",Ron Weasley,0
5035,Barking.  Does he not remember that raving arachnid tried to eat us? What?,Ron Weasley,0
4344,"Shut up, Malfoy!",Ron Weasley,1
6745,Then you're on our side.,Ron Weasley,1
5342,She could never annoy me.  I think... I think I love her.,Ron Weasley,0
5151,Really?,Ron Weasley,1
6205,Mary!  Do as I say!,Ron Weasley,1
783,Whew. Lucky we didn't panic!,Ron Weasley,0
5230,"It's just, well, you can't break an Unbreakable Vow.",Ron Weasley,0
593,We go and visit Hagrid?,Ron Weasley,0
5565,"Good luck, mate.",Ron Weasley,1
7428,What do you reckon we should do with it?,Ron Weasley,1
6053,Good!  Tell him from me he's a git!,Ron Weasley,1
4010,I'm going to resign.,Ron Weasley,0
4812,What're they playing at?,Ron Weasley,1
4111,So you're saying this weapon You- Know-Who's after is in the Department of Mysteries?,Ron Weasley,0
4755,Harry!,Ron Weasley,0
4811,Is it just me?  Or do Draco and mummy look like two people who don't want to be followed?,Ron Weasley,0
6546,All right.,Ron Weasley,1
1315,I'll stop it.,Ron Weasley,1
2849,"Just the drewbals, thanks.",Ron Weasley,0
3857,Harry! I tried out for Quidditch Keeper at the tryouts! I'm on the team!,Ron Weasley,0
6250,It's angry.,Ron Weasley,0
6901,Foul little git. Least we've got Bogrod.,Ron Weasley,0
1476,Uh Bloody hell.,Ron Weasley,1
6234,"No, don't!  Don't say it!",Ron Weasley,1
5071,"Harry, she's swallowing her tongue --",Ron Weasley,0
1096,Oh no! The Invisibility Booster must be faulty!,Ron Weasley,0
2817,"There's no one like Krum. He's like a bird the way he rides the wind. He's more than an athlete, he's an artist.",Ron Weasley,0
5008,"Not bloody likely.  He's top of the class.  Even better than you, Hermione.  Slughorn thinks he's a genius.",Ron Weasley,0
5033,Spider?  About six feet tall?  Ten feet wide?,Ron Weasley,0
781,Yeah.,Ron Weasley,1
6902,That's unfortunate.,Ron Weasley,1
3158,Now I'm really depressed.,Ron Weasley,0
1102,We must be gettin' close.,Ron Weasley,1
1105,Aaahhh! Aaahhhh! Aaahhh!,Ron Weasley,1
6464,"Well, yeah.  Bit obvious, I'd think.",Ron Weasley,1
740,"You're a little scary sometimes...you know that? Brilliant, but scary.",Ron Weasley,0
5375,What's this?,Ron Weasley,1
376,"Whoa. Harry, you never told me your father was a Seeker, too.",Ron Weasley,0
4878,"Oi!  Turn around, you lunatic.",Ron Weasley,1
2283,"Shut your mouth, Malfoy.",Ron Weasley,0
469,"Mind you, I mean, we did save her life.",Ron Weasley,0
215,I got about 6 of him.,Ron Weasley,1
1963,"Brilliant. Loads of old stuff... like mummies, tombs, even Scabbers enjoyed himself.",Ron Weasley,0
2418,See you.,Ron Weasley,1
552,"Change of plans, my parents decided to go to Romania to visit my brother Charlie. He's studying dragons there.",Ron Weasley,0
402,What do they think they're doing?? Keeping a thing like that locked up in a school.,Ron Weasley,0
550,That's wizard's chess.  I see you've packed.,Ron Weasley,0
610,"You have got to start standing up to people, Neville.",Ron Weasley,0
201,"So-so it's true? I mean, do you really have the...the...",Ron Weasley,1
567,"Well, let's see then, put it on.",Ron Weasley,0
1414,"Oh, that's what you said to it!",Ron Weasley,1
5906,Do you think he knows?,Ron Weasley,1
811,"Castle to E-4! Smash! Ron: Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game.",Ron Weasley,0
1654,Can we panic now?,Ron Weasley,1
6346,And you?,Ron Weasley,1
6818,You mean he could see you?,Ron Weasley,0
1958,A cat? Is that what they told you? Looks more like a pig with hair.,Ron Weasley,0
2281,"Actually, I'm fine here.",Ron Weasley,1
1371,Of course. Don't you see? Lucius Malfoy must have opened it when he was at school here. And now he's taught Draco how to do it.,Ron Weasley,0
4763,Mum sort of lost it last week. Said Ginny and I had no business going back to Hogwarts.  That it's too dangerous.,Ron Weasley,0
366,Seeker? But first years never make their house teams! You must be the youngest Quidditch player in...,Ron Weasley,0
5108,Right.,Ron Weasley,0
3221,He's a Durmstrang. You're fraternising with the enemy.,Ron Weasley,0
404,"I wasn't looking at its feet! I was a bit preoccupied with its heads. Or maybe you didn't notice, there were three!",Ron Weasley,0
1798,"Yes, sir.",Ron Weasley,1
1016,He's always doing that.,Ron Weasley,1
1386,Who cares?,Ron Weasley,1
1681,But how's a basilisk been getting around? A dirty great snake- someone would have seen it.,Ron Weasley,0
556,I think we've had a bad influence on her.,Ron Weasley,1
1379,Who's Moaning Myrtle?,Ron Weasley,0
3788,What if he's still on his mission from Dumbledore?,Ron Weasley,0
1126,Aaaahhhh!,Ron Weasley,1
558,"Happy Christmas, Harry.",Ron Weasley,0
5149,I expect you'll be going with McLaggen.  Isn't he a member of the Slug Club?,Ron Weasley,0
284,Ahh!,Ron Weasley,1
3184,"There she was walking by. You know I like it when they walk. I couldn't help it, it just sort of slipped out.",Ron Weasley,0
485,Let's open it.,Ron Weasley,1
6824,Hideous.,Ron Weasley,1
3132,Dress robes? for what?,Ron Weasley,0
2061,Where did you come from?,Ron Weasley,1
1098,Okay.,Ron Weasley,1
2537,Scabbers has been in my family for...,Ron Weasley,0
2478,Help!,Ron Weasley,1
448,"Hey, pea brain!",Ron Weasley,1
2160,"Honeyduke's Sweetshop is brilliant, but nothing beats Zonko's Joke Shop. We never did got a chance to go to the Shrieking Shack though. You heard it's the most...",Ron Weasley,0
471,What are friends for?,Ron Weasley,0
5361,Where's Romilda?,Ron Weasley,0
2566,So painful. They might chop it.,Ron Weasley,0
6907,That's your idea?,Ron Weasley,1
209,Whoa!,Ron Weasley,1
1095,"Uh, right. Okay.",Ron Weasley,1
2198,Werewolves?,Ron Weasley,0
2035,"Well, you sort of went rigid. We thought maybe you were having a fit or something.",Ron Weasley,0
2967,Piss off.,Ron Weasley,1
1194,Those are Nimbus Two Thousand and Ones! How did you get those?,Ron Weasley,0
7280,Are you mad! No!,Ron Weasley,1
7181,"Look inside him, Harry.",Ron Weasley,0
3116,At least I warned you about the dragons.,Ron Weasley,0
2005,Brilliant.,Ron Weasley,1
1736,What's this?,Ron Weasley,1
2295,Sure. Along with his Invisibility Cloak.,Ron Weasley,0
2054,". Green. That's a monkey. What is that? You call that a monkey? Do not give him one again. Hey, Neville, try an elephant.",Ron Weasley,0
6243,... alive.,Ron Weasley,1
3603,"Good to see you, mate.",Ron Weasley,1
1965,Along with the dung beetle.,Ron Weasley,0
3006,Who you talking to?,Ron Weasley,1
2960,How did you do it?,Ron Weasley,1
3894,"""The Hog's Head,"" Hermione?",Ron Weasley,0
2963,You know bloody well what.,Ron Weasley,1
2539,So what?,Ron Weasley,1
1749,No!,Ron Weasley,1
2896,"Well, my dad did tell me about one... The imperious curse.",Ron Weasley,0
6184,What is it?,Ron Weasley,1
2280,To the Shrieking Shack?,Ron Weasley,0
6539,Wo.,Ron Weasley,1
6766,And if we find one? How're we supposed to destroy it if we've given Griphook the sword?,Ron Weasley,0
6557,"Sorry, Harry.  Looks like it's Hermione and me this time.",Ron Weasley,0
6554,But what does it mean?,Ron Weasley,1
3835,You reckon she's here to spy on us?,Ron Weasley,0
4993,Hard feelings?,Ron Weasley,1
803,This is no graveyard.  It's a chessboard.,Ron Weasley,0
1631,"Harry, I don't like this Harry, I don't like this at all!",Ron Weasley,0
5042,O-kay.,Ron Weasley,1
5095,Dean?  He's brilliant.,Ron Weasley,0
5081,"Believe me, Professor, I've been asking myself the same question for six years.",Ron Weasley,0
6822,Bloody hell... that's a sight.,Ron Weasley,1
3150,"Blimey Harry, you slayed dragons. If you can't get a date who can?",Ron Weasley,0
454,What?,Ron Weasley,1
2297,That's not true!,Ron Weasley,1
800,Hurry up!,Ron Weasley,1
5176,What's with the birds?,Ron Weasley,0
3199,"Poor kid, bet she's alone in her room crying her eyes out.",Ron Weasley,0
3225,No.,Ron Weasley,1
408,She needs to sort out her priorities!,Ron Weasley,0
3155,"Well, us and Neville!",Ron Weasley,0
3059,Fine.,Ron Weasley,1
6302,"He doesn't know what he's doing, does he?",Ron Weasley,1
2027,There's something moving out there. I think... someone's coming aboard.,Ron Weasley,0
6026,"So what do we do with you, huh? Kill us if it was turned round, wouldn't you?",Ron Weasley,0
6291,I'm hungry.,Ron Weasley,0
3140,Where?,Ron Weasley,1
1731,Aaah!,Ron Weasley,1
314,Ah. Mail's here!,Ron Weasley,1
6634,Nooooooooo!,Ron Weasley,1
6462,Are -- you -- mental?,Ron Weasley,1
7172,Brilliant.,Ron Weasley,1
6468,Right.  Antlers.,Ron Weasley,0
5234,All she wants to do is snog me. My lips are getting chapped. Look.,Ron Weasley,0
1107,Harry! Hold on! Take my hand! Hold on!,Ron Weasley,0
2222,"There's something else you should know too. When you fell, your broom sort of blew into the Whomping Willow, and... Well...",Ron Weasley,0
6332,"Yeah, I thought I did too.",Ron Weasley,1
5908,"What I'm saying is, if we do this thing right, if we find the Horcruxes and begin to destroy them one by one...",Ron Weasley,0
1488,Uhh,Ron Weasley,1
4760,You've a bit of...,Ron Weasley,1
6130,Oh... yeah.  Thanks.,Ron Weasley,1
3606,"We wanted to, mate, we really did, but he thought they would get intercepted. There is an awkward silence.",Ron Weasley,0
6030,You're the best with spells.,Ron Weasley,0
1113,It's not working! Ahhhh!,Ron Weasley,1
2910,"Brilliant isn't he! Completely demented of course. Terrifying to be in the same room with, he's really BEEN there you know.",Ron Weasley,0
4388,"What do you mean, people?",Ron Weasley,1
3314,Blimey even when you go wrong it turns out right.,Ron Weasley,0
2068,"Oh, yeah. Um... Well, Harry's got sort of a wonky cross. That's trials and suffering. And that there could be the sun and that's happiness. So... you're gonna suffer, but you're gonna be... happy about it.",Ron Weasley,0
