Dialogue ID,Character Name,Dialogue,Topic
806,Ron Weasley,"It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight.",strategy
5435,Ron Weasley,So.  Did you and Ginny do it?,social dynamics
2614,Ron Weasley,"Hermione, no! He's not worth it.",social dynamics
197,Ron Weasley,"Excuse me, do you mind? Everywhere else is full.",social dynamics
211,Ron Weasley,"They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!",magic
5105,Ron Weasley,"Hermione's got nice skin. Wouldn't you say?  As skin goes, I mean.",social dynamics
607,Ron Weasley,That's insulting! It's as if they don't trust us!  Dumbledore again!,social dynamics
2846,Ron Weasley,Packet of drewbals and a liquorice wand.,magical creatures
608,Ron Weasley,Leg-Locker Curse?,magic
1677,Ron Weasley,"But if it kills by looking people in the eye, why is it no one's dead?",strategy
5347,Ron Weasley,Snogging?  Who're you talking about?,social dynamics
6138,Ron Weasley,"I gotta tell you, I'm starting to freak out a bit.",social dynamics
6039,Ron Weasley,"We've got to get off the streets, get somewhere safe.",strategy
6324,Ron Weasley,The sword was stolen.,strategy
4814,Ron Weasley,Hey.  Where's Hermione?,strategy
219,Ron Weasley,Fred gave me a spell as to turn him yellow. Want to see?,magic
1419,Ron Weasley,"Exactly! Now the whole school's gonna think you're his great- greatgreat grandson, or something.",social dynamics
2602,Ron Weasley,"He's my rat, sir. He's not really a rat. He was a rat. He was my brother Percy's rat. But then they gave him an owl...",magical creatures
1164,Ron Weasley,"Bloody bird's a menace. Oh, no!",magical creatures
1057,Ron Weasley,Mum fancies him.,social dynamics
432,Ron Weasley,"It's Levioooosa, not Leviosaaaar.  She's a nightmare, honestly. No wonder she hasn't got any friends!",magic
2585,Ron Weasley,Hermione! Bad idea. Bad idea.,strategy
7016,Ron Weasley,"Six months she hasn't seen me and it's like I'm Frankie First Year. I mean, I'm only her brother.",social dynamics
1244,Ron Weasley,I don't like spiders What's that?,magical creatures
6336,Ron Weasley,"Yeah, and we're about as near getting rid of it as we are to finding the rest of them, aren't we!",strategy
7140,Ron Weasley,Bloody hell. We/'ll never find him on this.,strategy
3860,Ron Weasley,You said she was making you do lines!,hogwarts academics
2360,Ron Weasley,"Harry, you've seen the way that bloodthirsty beast of hers... is always lurking about. And Scabbers is gone.",magical creatures
6124,Ron Weasley,"The world's mental.  Come on, drink up.  We've got a Horcrux to find.",strategy
514,Ron Weasley,Jinxing the broom? What do we do?,threats
1743,Ron Weasley,I'm fine!,social dynamics
7420,Ron Weasley,"Not exactly leaving the place better than we found it, are we?",strategy
6529,Ron Weasley,So I Disapparated and came out on this hillside.  It was dark.  I didn't have any idea where I was. I just had to hope one of you would show yourselves in the end. And you did.,magic
1277,Ron Weasley,Ahem. Vera verto!,magic
6560,Ron Weasley,Luna?,social dynamics
5154,Ron Weasley,I'm resigning.  After today's match.  McLaggen can have my spot.,hogwarts academics
557,Ron Weasley,"Harry wake up! Come on Harry, wake up!",strategy
2021,Ron Weasley,"Sure. Except no one's ever broken out of Azkaban before... and he's a murderous, raving lunatic.",threats
2018,Ron Weasley,Let me get this straight. Sirius Black has escaped from Azkaban to come after you?,threats
1408,Ron Weasley,You're a Parselmouth? Why didn't you tell us?,magic
6707,Ron Weasley,Shell Cottage on the outskirts of Tinworth. Trust me.,strategy
3612,Ron Weasley,"We've only seen him twice, and not for very long. He's really busy.",social dynamics
2058,Ron Weasley,"Oh, don't try one of them. Oh, no. Look at him. His face.",threats
957,Ron Weasley,"Rescuing you, of course. Now, come on. Get your trunk!",strategy
3124,Ron Weasley,Thank you Nigel.,social dynamics
3154,Ron Weasley,This is mad. At this rate we'll be the only ones in our year without dates.,social dynamics
966,Ron Weasley,"Come on, Harry! Hurry up!",strategy
2469,Ron Weasley,He bit me! Scabbers!,magical creatures
1668,Ron Weasley,The flying gear's jammed!,magic
2743,Ron Weasley,"Quiet. Let the man through. I didn't mean to open it, Harry. It was badly wrapped. They made me do it.",social dynamics
813,Ron Weasley,"You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King.",strategy
3196,Ron Weasley,Traditional?? They're ancient! I look like my great aunt Tessie.,social dynamics
369,Ron Weasley,"Fred and George are on the team, too. Beaters.",hogwarts academics
1589,Ron Weasley,Hermione!,social dynamics
6117,Ron Weasley,Right. So let's do it.  Who gets who?,strategy
2855,Ron Weasley,"Loads according to Dad, that's what worried them so much. Happened right under their noses.",strategy
6659,Ron Weasley,Weasley... Barney Weasley.,social dynamics
5345,Ron Weasley,Do you think she knows I exist?,social dynamics
5380,Ron Weasley,I feel really... bad.,social dynamics
1567,Ron Weasley,"We don't even know this Tom Riddle. He sounds like a dirty, rotten snitch to me.",social dynamics
983,Ron Weasley,Do you think it'd be all right if we had some of this?,social dynamics
217,Ron Weasley,"Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?",magical creatures
4905,Ron Weasley,"Ron Weasley, sir.  But I'm dead awful at Potions, a menace actually, so I probably should just be going --",hogwarts academics
6530,Ron Weasley,I've always liked it.  These flames Hermione makes.,magic
7278,Ron Weasley,"We thought you'd gone to the forest, we thought you might be --",threats
250,Ron Weasley,There isn't a witch or wizard who went bad who wasn't in Slytherin.,mentoring
3787,Ron Weasley,What if he were still on his...,strategy
280,Ron Weasley,I know you! You're Nearly Headless Nick!,magical creatures
5290,Ron Weasley,"Lav, c'mon. Of course I'll wear it.",social dynamics
2439,Ron Weasley,Scabbers! You're alive!,magical creatures
6531,Ron Weasley,How long you reckon she'll stay mad at me?,social dynamics
6864,Ron Weasley,You don't say.  Just out of interest... is there any other way out of here?,strategy
6329,Ron Weasley,"All right, I'll spit it out. Don't expect me to skip up and down because now there's some other damn thing we've got to find.",strategy
1134,Ron Weasley,"Honestly, Professor Snape, I think it did more damage to us.",hogwarts academics
1570,Ron Weasley,"That'll be a cheerful visit! Hello, Hagrid! Tell us, have you been setting anything mad and hairy loose in the castle lately?â",magical creatures
2961,Ron Weasley,Never mind. Doesn't matter. You could have let your best friend know though.,social dynamics
6875,Ron Weasley,It's been trained to expect pain when it hears the noise.,magical creatures
6571,Ron Weasley,Aren't you the one who keeps telling everyone it's their first duty to help Harry?,mentoring
6027,Ron Weasley,Suppose it's him that did Mad-Eye. How would you feel then?,threats
570,Ron Weasley,I know what that is. That's an invisibility cloak.,magic
3137,Ron Weasley,Something's about to burst out of Hilary but I don't think it's a swan.,magical creatures
1580,Ron Weasley,"Who ever it was, they must have been looking for something.",strategy
5828,Ron Weasley,I knew Ginny was lying about that tattoo.,social dynamics
6470,Ron Weasley,"No, I... I did think maybe I saw something -- when I was running -- over there --",strategy
2096,Ron Weasley,"That was wicked, Harry!",social dynamics
1001,Ron Weasley,"Dad works in the Ministry of Magic, in the Misuse of Muggle Artifacts Office. Dad loves Muggles, thinks they're fascinating.",social dynamics
4806,Ron Weasley,Fred reckons people need a laugh these days.,social dynamics
3161,Ron Weasley,Come on. It's one thing for a bloke to show up alone. For a girl it's just sad.,social dynamics
6933,Ron Weasley,Maybe it's because of the Horcruxes. Maybe he's growing weaker. Maybe he's dying.,strategy
1747,Ron Weasley,Lockhart's memory charm backfired. He hasn't got a clue who he is!,magic
2414,Ron Weasley,"She's gone mental, Hermione has. I mean, not that she wasn't always mental... but now it's in the open for everyone to see.",social dynamics
1526,Ron Weasley,"But, it can't hurt if someone throws something at you. I mean, it'll just go right through you.",magic
6942,Ron Weasley,Did you get a look at him! Fora second I thought it was --,threats
791,Ron Weasley,"Alohomora!  Well, it was worth a try.",magic
819,Ron Weasley,Check.,strategy
4347,Ron Weasley,Stupify!,magic
3219,Ron Weasley,"No, we'd NOT care to join you and Viktor.",social dynamics
6869,Ron Weasley,Imperio!,threats
6113,Ron Weasley,No.  He's worried he should have got more money for it.,social dynamics
1683,Ron Weasley,Pipes? It's using the plumbing!,strategy
6923,Ron Weasley,What happens when he finds out four are gone?,strategy
2543,Ron Weasley,What are you trying to do to him? Scabbers! Leave him alone! Get off him! What are you doing?,magical creatures
595,Ron Weasley,"Harry, I know what you're thinking, but don't. There's something not quite right about that mirror.",strategy
5909,Ron Weasley,Won't he know he's being hunted?,threats
4815,Ron Weasley,"Harry, where is she?",strategy
591,Ron Weasley,I'll be right back.  Want to play chess?,social dynamics
2471,Ron Weasley,"Scabbers, come back!",magical creatures
4019,Ron Weasley,"Come off it, Hagrid! We're not blind!",social dynamics
760,Ron Weasley,Hermione!!,social dynamics
6156,Ron Weasley,"Finite Incantatem, okay.  And if that doesn't work...?",magic
2087,Ron Weasley,You're supposed to stroke it.,magic
3120,Ron Weasley,Yeah it is isn't it. Suppose I was a bit distraught.,social dynamics
5439,Ron Weasley,"Still no luck with Slughorn, I take it?",strategy
5035,Ron Weasley,Barking.  Does he not remember that raving arachnid tried to eat us? What?,magical creatures
5342,Ron Weasley,She could never annoy me.  I think... I think I love her.,social dynamics
783,Ron Weasley,Whew. Lucky we didn't panic!,social dynamics
5230,Ron Weasley,"It's just, well, you can't break an Unbreakable Vow.",threats
593,Ron Weasley,We go and visit Hagrid?,magical creatures
4010,Ron Weasley,I'm going to resign.,hogwarts academics
4111,Ron Weasley,So you're saying this weapon You- Know-Who's after is in the Department of Mysteries?,strategy
4755,Ron Weasley,Harry!,social dynamics
4811,Ron Weasley,Is it just me?  Or do Draco and mummy look like two people who don't want to be followed?,strategy
2849,Ron Weasley,"Just the drewbals, thanks.",magical creatures
3857,Ron Weasley,Harry! I tried out for Quidditch Keeper at the tryouts! I'm on the team!,hogwarts academics
6250,Ron Weasley,It's angry.,magical creatures
6901,Ron Weasley,Foul little git. Least we've got Bogrod.,strategy
5071,Ron Weasley,"Harry, she's swallowing her tongue --",threats
1096,Ron Weasley,Oh no! The Invisibility Booster must be faulty!,magic
2817,Ron Weasley,"There's no one like Krum. He's like a bird the way he rides the wind. He's more than an athlete, he's an artist.",social dynamics
5008,Ron Weasley,"Not bloody likely.  He's top of the class.  Even better than you, Hermione.  Slughorn thinks he's a genius.",hogwarts academics
5033,Ron Weasley,Spider?  About six feet tall?  Ten feet wide?,magical creatures
3158,Ron Weasley,Now I'm really depressed.,social dynamics
740,Ron Weasley,"You're a little scary sometimes...you know that? Brilliant, but scary.",social dynamics
376,Ron Weasley,"Whoa. Harry, you never told me your father was a Seeker, too.",social dynamics
2283,Ron Weasley,"Shut your mouth, Malfoy.",social dynamics
469,Ron Weasley,"Mind you, I mean, we did save her life.",social dynamics
1963,Ron Weasley,"Brilliant. Loads of old stuff... like mummies, tombs, even Scabbers enjoyed himself.",magical creatures
552,Ron Weasley,"Change of plans, my parents decided to go to Romania to visit my brother Charlie. He's studying dragons there.",magical creatures
402,Ron Weasley,What do they think they're doing?? Keeping a thing like that locked up in a school.,threats
550,Ron Weasley,That's wizard's chess.  I see you've packed.,magic
610,Ron Weasley,"You have got to start standing up to people, Neville.",mentoring
567,Ron Weasley,"Well, let's see then, put it on.",strategy
811,Ron Weasley,"Castle to E-4! Smash! Ron: Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game.",strategy
6818,Ron Weasley,You mean he could see you?,strategy
1958,Ron Weasley,A cat? Is that what they told you? Looks more like a pig with hair.,magical creatures
1371,Ron Weasley,Of course. Don't you see? Lucius Malfoy must have opened it when he was at school here. And now he's taught Draco how to do it.,strategy
4763,Ron Weasley,Mum sort of lost it last week. Said Ginny and I had no business going back to Hogwarts.  That it's too dangerous.,threats
366,Ron Weasley,Seeker? But first years never make their house teams! You must be the youngest Quidditch player in...,hogwarts academics
3221,Ron Weasley,He's a Durmstrang. You're fraternising with the enemy.,social dynamics
404,Ron Weasley,"I wasn't looking at its feet! I was a bit preoccupied with its heads. Or maybe you didn't notice, there were three!",magical creatures
1681,Ron Weasley,But how's a basilisk been getting around? A dirty great snake- someone would have seen it.,strategy
1379,Ron Weasley,Who's Moaning Myrtle?,magical creatures
3788,Ron Weasley,What if he's still on his mission from Dumbledore?,strategy
558,Ron Weasley,"Happy Christmas, Harry.",social dynamics
5149,Ron Weasley,I expect you'll be going with McLaggen.  Isn't he a member of the Slug Club?,social dynamics
3184,Ron Weasley,"There she was walking by. You know I like it when they walk. I couldn't help it, it just sort of slipped out.",social dynamics
3132,Ron Weasley,Dress robes? for what?,social dynamics
2537,Ron Weasley,Scabbers has been in my family for...,magical creatures
2160,Ron Weasley,"Honeyduke's Sweetshop is brilliant, but nothing beats Zonko's Joke Shop. We never did got a chance to go to the Shrieking Shack though. You heard it's the most...",social dynamics
471,Ron Weasley,What are friends for?,social dynamics
5361,Ron Weasley,Where's Romilda?,social dynamics
2566,Ron Weasley,So painful. They might chop it.,social dynamics
2198,Ron Weasley,Werewolves?,magical creatures
2035,Ron Weasley,"Well, you sort of went rigid. We thought maybe you were having a fit or something.",social dynamics
1194,Ron Weasley,Those are Nimbus Two Thousand and Ones! How did you get those?,magic
7181,Ron Weasley,"Look inside him, Harry.",strategy
3116,Ron Weasley,At least I warned you about the dragons.,magical creatures
2295,Ron Weasley,Sure. Along with his Invisibility Cloak.,strategy
2054,Ron Weasley,". Green. That's a monkey. What is that? You call that a monkey? Do not give him one again. Hey, Neville, try an elephant.",magical creatures
1965,Ron Weasley,Along with the dung beetle.,magical creatures
3894,Ron Weasley,"""The Hog's Head,"" Hermione?",strategy
2896,Ron Weasley,"Well, my dad did tell me about one... The imperious curse.",threats
2280,Ron Weasley,To the Shrieking Shack?,strategy
6766,Ron Weasley,And if we find one? How're we supposed to destroy it if we've given Griphook the sword?,strategy
6557,Ron Weasley,"Sorry, Harry.  Looks like it's Hermione and me this time.",strategy
3835,Ron Weasley,You reckon she's here to spy on us?,strategy
803,Ron Weasley,This is no graveyard.  It's a chessboard.,strategy
1631,Ron Weasley,"Harry, I don't like this Harry, I don't like this at all!",social dynamics
5095,Ron Weasley,Dean?  He's brilliant.,social dynamics
5081,Ron Weasley,"Believe me, Professor, I've been asking myself the same question for six years.",social dynamics
3150,Ron Weasley,"Blimey Harry, you slayed dragons. If you can't get a date who can?",social dynamics
5176,Ron Weasley,What's with the birds?,magical creatures
3199,Ron Weasley,"Poor kid, bet she's alone in her room crying her eyes out.",social dynamics
408,Ron Weasley,She needs to sort out her priorities!,social dynamics
3155,Ron Weasley,"Well, us and Neville!",social dynamics
2027,Ron Weasley,There's something moving out there. I think... someone's coming aboard.,strategy
6026,Ron Weasley,"So what do we do with you, huh? Kill us if it was turned round, wouldn't you?",threats
6468,Ron Weasley,Right.  Antlers.,strategy
5234,Ron Weasley,All she wants to do is snog me. My lips are getting chapped. Look.,social dynamics
1107,Ron Weasley,Harry! Hold on! Take my hand! Hold on!,threats
2222,Ron Weasley,"There's something else you should know too. When you fell, your broom sort of blew into the Whomping Willow, and... Well...",magical creatures
5908,Ron Weasley,"What I'm saying is, if we do this thing right, if we find the Horcruxes and begin to destroy them one by one...",strategy
3606,Ron Weasley,"We wanted to, mate, we really did, but he thought they would get intercepted. There is an awkward silence.",strategy
6030,Ron Weasley,You're the best with spells.,social dynamics
2910,Ron Weasley,"Brilliant isn't he! Completely demented of course. Terrifying to be in the same room with, he's really BEEN there you know.",social dynamics
3314,Ron Weasley,Blimey even when you go wrong it turns out right.,social dynamics
2068,Ron Weasley,"Oh, yeah. Um... Well, Harry's got sort of a wonky cross. That's trials and suffering. And that there could be the sun and that's happiness. So... you're gonna suffer, but you're gonna be... happy about it.",social dynamics
1630,Ron Weasley,They're headed to the Dark Forest! Why spiders! Why couldn't it be follow the butterflies?â,magical creatures
3922,Ron Weasley,Not to mention you dueled with You- Know-Who all alone and he still couldn't kill you!,threats
6661,Ron Weasley,Piss off!  Arthur Weasley's ten times the wizard you are!,social dynamics
3486,Ron Weasley,Do you think we'll ever just have a quiet year at Hogwarts?,social dynamics
4831,Ron Weasley,You're barking.  What would You- Know-Who want with a sod like Malfoy?,threats
572,Ron Weasley,They're really rare.  I wonder who gave it to you?,magic
5162,Ron Weasley,"C'mon, Harry.  We've got a game to win.",hogwarts academics
5179,Ron Weasley,"Look, I can't help it if she's got her knickers in a twist.  What Lav and I have -- well, let's just say there was no stopping it.  It's chemical.  Will it last?  Who knows?  Point is, I'm a free agent.",social dynamics
1649,Ron Weasley,Harry!,social dynamics
3126,Ron Weasley,I told him I'd get him Harry's autograph. Oh look mum's sent me something. Mum sent me a dress??,social dynamics
299,Ron Weasley,"Whew, we made it. Can you imagine the look on McGonagall's face if we were late?",hogwarts academics
5903,Ron Weasley,"Bill and Fleur.  Mum's been planning it for months.  Only thing that's kept her sane, I reckon.  She'll kill me if I miss it.  Kill you too.  Rather go face to face with You-Know-Who if I'm honest.",social dynamics
6881,Ron Weasley,Lumos !,magic
2292,Ron Weasley,"Bloody hell, Harry. That was not funny.",social dynamics
1702,Ron Weasley,You're the Defense Against the Dark Arts teacher! You can't go now!,threats
1416,Ron Weasley,I heard you speaking Parseltongue. Snake language?,magic
661,Ron Weasley,"It's crazy. And worse, Malfoy knows.",strategy
2355,Ron Weasley,Unless of course you've been ripped to pieces!,threats
6237,Ron Weasley,"I overheard a bloke from the Enforcement office talking about it at the Ministry.  Blimey, what's that smell?",strategy
985,Ron Weasley,"It's not much, but it's home.",social dynamics
5356,Ron Weasley,How do I look?,social dynamics
6613,Ron Weasley,"You're supposed to say the Cloak, but who wants to spend all day being invisible.  Dead boring if you ask me.  But an unbeatable wand!",magic
423,Ron Weasley,Wingardrium Leviosar!,magic
6061,Ron Weasley,"The two clinging to the tree are Death Eaters for sure.  Dunno 'bout the bloke on the bench. Can't see us, of course.  But we'll have to be careful coming and going.  C'mon.  There's something else you need to see.",threats
5366,Ron Weasley,"Hello, darling.  Fancy a drink?",social dynamics
735,Ron Weasley,"Trevor shh! Go, you shouldn't be here!",magical creatures
6556,Ron Weasley,I think Hermione's right.  I think we ought to go and see Lovegood. What say we vote on it?  Those in favor...,strategy
1469,Ron Weasley,I think I'm gonna be sick!,social dynamics
4833,Ron Weasley,It's a creepy shop.  He's a creepy bloke.,social dynamics
6239,Ron Weasley,Not bloody likely.  Smells like something Ginny would cook.,social dynamics
810,Ron Weasley,"You there! D-5!  Yes, Hermione, I think this is going to be exactly like wizard's chess!",strategy
516,Ron Weasley,"Come on, Hermione!",strategy
5004,Ron Weasley,"Has a bit of a thing for you, Hermione.  Cormac.",social dynamics
6904,Ron Weasley,You're asking us? You're the brilliant one.,social dynamics
5941,Ron Weasley,"Oh, c'mon!  Beedle's stories are famous!  Babbity Rabbitty? No...?",hogwarts academics
6597,Ron Weasley,Midnight.  Mum always said midnight. But twilight's fine.  Better actually.,social dynamics
6846,Ron Weasley,"Harry, what do we do? Harry...?",strategy
6109,Ron Weasley,Piece of advice.  Let's not rehash old times.  Got it... mate?,social dynamics
1117,Ron Weasley,Ahh-ha-ha! My wand! Look at my wand!,magic
