Dialogue ID,Character Name,Dialogue,Topic
7422,Hermione Granger,Something my mum used to say.,social dynamics
877,Hermione Granger,"Come on, Harry.",strategy
6989,Hermione Granger,"How bad is it, Neville? With Snape as Headmaster.",hogwarts academics
3237,Hermione Granger,Ron you spoil everything!,social dynamics
3182,Hermione Granger,She said yes??,social dynamics
3489,Hermione Granger,Everything's going to change now isn't it?,social dynamics
2765,Hermione Granger,Wake up Ronald!,social dynamics
2124,Hermione Granger,No one knows.,strategy
2221,Hermione Granger,No one blames you Harry. Dumbledore is furious.,social dynamics
2693,Hermione Granger,Your dad's dead—I know—just telling you what I saw.,threats
1418,Hermione Granger,Slytherin was a Parselmouth... snakes.,magic
555,Hermione Granger,Not in the restricted section. Happy Christmas.,hogwarts academics
382,Hermione Granger,"The staircases change, remember?",strategy
2629,Hermione Granger,Fudge has to see Buckbeak.,strategy
2361,Hermione Granger,Take better care of your pets!,magical creatures
1298,Hermione Granger,We’d break fifty school rules... very dangerous.,hogwarts academics
2199,Hermione Granger,We just learned about red caps and hinkypunks.,hogwarts academics
3016,Hermione Granger,We've been through enough—just do it yourself.,social dynamics
2596,Hermione Granger,They've captured Sirius!,threats
1316,Hermione Granger,No! With a proper wand it's too risky!,magic
2703,Hermione Granger,That was so scary.,social dynamics
2041,Hermione Granger,That's why he gave you chocolate.,social dynamics
2687,Hermione Granger,At least someone's enjoying himself.,social dynamics
2661,Hermione Granger,Come on Buckbeak!,magical creatures
2006,Hermione Granger,"Honestly Ron, it's not funny.",social dynamics
2682,Hermione Granger,Look—it's Lupin.,social dynamics
226,Hermione Granger,Are you sure that's a real spell? ... Oculus Reparo. ... you're Harry Potter.,magic
1303,Hermione Granger,It's tricky. I've never seen a more complicated potion.,magic
2443,Hermione Granger,I meant me!,social dynamics
2641,Hermione Granger,Is that really what my hair looks like?,social dynamics
2680,Hermione Granger,We save Sirius.,strategy
1337,Hermione Granger,"You will be able to, won't you?",strategy
2854,Hermione Granger,How can the Ministry not know who conjured it?,strategy
3231,Hermione Granger,You know the solution then.,strategy
1410,Hermione Granger,You can talk to snakes.,magic
789,Hermione Granger,What's this all about?,strategy
3022,Hermione Granger,I'm NOT an owl!,social dynamics
6955,Hermione Granger,Do you hear much from the others? From the Order?,strategy
822,Hermione Granger,You'll be okay Harry. You're a great wizard.,social dynamics
3131,Hermione Granger,They're not for Ginny—they're for you!,social dynamics
1286,Hermione Granger,What does legend say lies within the Chamber?,strategy
3084,Hermione Granger,How are you feeling? Concentrate...,magic
2620,Hermione Granger,Thanks. Malfoy's coming.,social dynamics
1454,Hermione Granger,Sleeping Draught... once they're asleep...,magic
2277,Hermione Granger,Most haunted building in Britain.,magical creatures
624,Hermione Granger,Of course! Here it is! Nicholas Flamel...,strategy
758,Hermione Granger,Stop moving! This is Devil's Snare...,threats
3103,Hermione Granger,Your wand Harry! Your wand!,magic
871,Hermione Granger,We're tied with Slytherin!,hogwarts academics
2285,Hermione Granger,Hope you don't mean yourself!,social dynamics
776,Hermione Granger,I remember reading something in Herbology.,hogwarts academics
2020,Hermione Granger,"They'll catch Black, won't they?",strategy
386,Hermione Granger,We're not supposed to be here... It's forbidden.,hogwarts academics
549,Hermione Granger,That's totally barbaric!,social dynamics
7162,Hermione Granger,Did you see where it went? The diadem!,strategy
2076,Hermione Granger,Don't be silly Ron... broaden your minds.,mentoring
1569,Hermione Granger,Hagrid's our friend. Let's go ask him.,social dynamics
2633,Hermione Granger,"Harry, you can't.",social dynamics
1959,Hermione Granger,Crookshanks ignore the mean little boy.,magical creatures
2606,Hermione Granger,"Sorry Ron, you can't walk...",social dynamics
1450,Hermione Granger,Everything’s set—we just need hair.,strategy
2635,Hermione Granger,Awful things happen to wizards who meddle with time.,mentoring
672,Hermione Granger,"Well that's good, isn't it? He'll be with his own kind.",magical creatures
1202,Hermione Granger,You okay Ron? Say something!,social dynamics
2168,Hermione Granger,It's not funny Ron.,social dynamics
2470,Hermione Granger,Ron. Ron! Ron!,social dynamics
1374,Hermione Granger,No one ever comes in here.,strategy
604,Hermione Granger,And what do you plan to do if this comes up in the final exam?,hogwarts academics
1047,Hermione Granger,What did you do to your glasses? Oculus Reparo.,magic
2876,Hermione Granger,Alastor Moody? The Auror.,strategy
2477,Hermione Granger,Ron! Ron wait! Harry!,strategy
1566,Hermione Granger,It can't be Hagrid. It just can't.,social dynamics
2650,Hermione Granger,Keep trying—come on Buckbeak!,magical creatures
3157,Hermione Granger,Neville's already got someone.,social dynamics
241,Hermione Granger,"It's not real, the ceiling. It's bewitched... I read about it in Hogwarts: A History.",magic
222,Hermione Granger,Has anyone seen a toad? A boy named Neville's lost one.,magical creatures
1242,Hermione Granger,Harry wait! Not so fast!,strategy
2598,Hermione Granger,They're going to suck out his soul!,threats
3227,Hermione Granger,How dare you! I can take care of myself.,social dynamics
2490,Hermione Granger,If you want to kill Harry you'll have to kill us too!,threats
2082,Hermione Granger,I think they're funny.,social dynamics
2502,Hermione Granger,Since Snape set the essay.,hogwarts academics
739,Hermione Granger,"Neville, I'm sorry... Petrificus Totalus.",magic
632,Hermione Granger,The only stone in existence belongs to Flamel... that's what's under the trapdoor!,strategy
533,Hermione Granger,That thing has a name?,magical creatures
2437,Hermione Granger,We'll stay with you Hagrid.,social dynamics
3271,Hermione Granger,We can do this—the three of us.,social dynamics
479,Hermione Granger,But why would anyone go near that dog?,magical creatures
2907,Hermione Granger,Stop it! It's bothering him!,social dynamics
2610,Hermione Granger,Come on. We can't be seen.,strategy
2702,Hermione Granger,I didn't think about that—run!,strategy
2029,Hermione Granger,Harry are you all right?,social dynamics
3220,Hermione Granger,What's got your wand in a knot?,social dynamics
1479,Hermione Granger,I’m not going. You go without me!,social dynamics
1466,Hermione Granger,We'll have one hour before changing back.,magic
1412,Hermione Granger,It's not common... this is bad.,strategy
327,Hermione Granger,Up. Up. Up. Up.,magic
753,Hermione Granger,The harp. It stopped playing.,strategy
395,Hermione Granger,"Standard Book of Spells, Chapter 7.",hogwarts academics
2011,Hermione Granger,Professor R.J. Lupin.,hogwarts academics
602,Hermione Granger,What are the three most crucial ingredients in a Forgetfulness Potion?,magic
2528,Hermione Granger,You attacked a teacher!,hogwarts academics
2856,Hermione Granger,It's hurting again isn't it—your scar.,threats
3233,Hermione Granger,Next time ask me before someone else does.,social dynamics
2627,Hermione Granger,"If we succeed, innocent lives could be spared.",threats
2488,Hermione Granger,Ron you're okay. The dog—where is it?,threats
3491,Hermione Granger,Promise you'll write this summer. Both of you.,social dynamics
2684,Hermione Granger,And Snape's coming.,strategy
2749,Hermione Granger,This came with it.,strategy
2441,Hermione Granger,I think that means you owe someone an apology.,social dynamics
2026,Hermione Granger,Ouch Ron that was my foot.,social dynamics
622,Hermione Granger,I had you looking in the wrong section!,strategy
2562,Hermione Granger,"You go, I'll stay.",strategy
2700,Hermione Granger,Saving your life!,threats
1274,Hermione Granger,"Even in the wizarding world, hearing voices isn't good.",threats
700,Hermione Granger,You mean You-Know-Who is out there right now in the forest?,threats
224,Hermione Granger,"Oh, are you doing magic? Let's see then.",magic
646,Hermione Granger,There are other things defending the Stone... enchantments.,strategy
809,Hermione Granger,"Ron, you don't think this is real wizard's chess?",strategy
2474,Hermione Granger,Do you realize what tree this is?,strategy
545,Hermione Granger,I don't know.,social dynamics
2707,Hermione Granger,"Harry, listen—no one’s coming.",threats
1069,Hermione Granger,Fear of a name increases fear of the thing itself.,mentoring
2709,Hermione Granger,You're dying—both of you!,threats
2640,Hermione Granger,We're coming out the back. Go!,strategy
393,Hermione Granger,"Oh, move over! Alohomora. Get in.",magic
3241,Hermione Granger,Harry you told me you'd figured the egg out weeks ago.,strategy
1045,Hermione Granger,Oh it's so good to see you!,social dynamics
2763,Hermione Granger,Just now. You?,strategy
7052,Hermione Granger,You were thinking. It's Ron's idea. And it's brilliant.,strategy
1456,Hermione Granger,I got this from Millicent’s robes... checking Polyjuice.,magic
3218,Hermione Granger,Hot isn't it? Viktor’s getting drinks.,social dynamics
3267,Hermione Granger,The black lake—that's obvious.,strategy
6979,Hermione Granger,"Did save our lives twice. Kept an eye on us in that mirror. That doesn't seem like someone who's given up, does it?",strategy
705,Hermione Granger,We're forgetting one thing... Dumbledore always feared Voldemort.,threats
652,Hermione Granger,Is that... a dragon?,magical creatures
2113,Hermione Granger,Draco’s father is furious.,social dynamics
2296,Hermione Granger,Look who it is—Madam Rosmerta. Ron fancies her.,social dynamics
6974,Hermione Granger,"That's Ariana, isn't it? Your sister. She's beautiful.",social dynamics
728,Hermione Granger,And with Dumbledore gone...,threats
636,Hermione Granger,We know about the Philosopher's Stone!,strategy
2623,Hermione Granger,That felt good.,social dynamics
2686,Hermione Granger,And now we wait.,strategy
456,Hermione Granger,Swish and flick!,magic
3235,Hermione Granger,Where have you been? Off to bed both of you.,hogwarts academics
2023,Hermione Granger,Why are we stopping?,strategy
2332,Hermione Granger,Ron look! Harry what happened?,strategy
3082,Hermione Granger,Pssst Harry is that you?,strategy
2694,Hermione Granger,Here we come.,strategy
3222,Hermione Granger,International magical cooperation—to make friends.,mentoring
1957,Hermione Granger,"It's a cat, Ronald. It's his nature.",magical creatures
1421,Hermione Granger,He lived a thousand years ago.,strategy
1237,Hermione Granger,Voice? What voice?,strategy
884,Hermione Granger,Feels strange to be going home.,social dynamics
2500,Hermione Granger,He's a werewolf! That's why he's been missing classes.,hogwarts academics
1370,Hermione Granger,Again? It happened before?,strategy
424,Hermione Granger,"Stop, you're going to take someone's eye out. It's Levi-o-sa.",magic
2294,Hermione Granger,Harry isn't going to keep it.,strategy
778,Hermione Granger,Devil's Snare hates sunlight! Lumos Solem!,magic
1280,Hermione Granger,"Professor, tell us about the Chamber?",strategy
2752,Hermione Granger,How fast is it Harry?,magic
1263,Hermione Granger,That's why Ron and I went looking for him.,strategy
