Dialogue ID,Dialogue,Character Name,Banter
2372,Spiders! There's... There's spiders. Spiders. They want me to tap-dance. I don't wanna tap-dance!,Ron Weasley,0
6349,"Fine.  I get it.  I saw you two the other night.  Yeah, that's right.  Didn't know I knew, did you?",Ron Weasley,0
704,And to think I've been worrying about my Potions final.,Ron Weasley,0
1472,Uh Harry?,Ron Weasley,0
4770,A hundred and fifty.  Give or take a few years.,Ron Weasley,0
394,Alohomora?,Ron Weasley,0
3128,Ginny these must be for you.,Ron Weasley,0
6525,So I took this and I clicked it and this tiny ball of light appeared.  And I knew.,Ron Weasley,0
203,Scar...?,Ron Weasley,0
2111,"Listen to the idiot. He's really laying it on thick, isn't he?",Ron Weasley,0
759,"Kill us faster?! Oh, now I can relax!",Ron Weasley,0
1455,Whose hair are you ripping out then?,Ron Weasley,0
7215,He's gone. The snake too.,Ron Weasley,0
806,"It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight.",Ron Weasley,0
5435,So.  Did you and Ginny do it?,Ron Weasley,0
2614,"Hermione, no! He's not worth it.",Ron Weasley,0
197,"Excuse me, do you mind? Everywhere else is full.",Ron Weasley,0
211,"They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!",Ron Weasley,0
5105,"Hermione's got nice skin. Wouldn't you say?  As skin goes, I mean.",Ron Weasley,0
607,That's insulting! It's as if they don't trust us!  Dumbledore again!,Ron Weasley,0
2846,Packet of drewbals and a liquorice wand.,Ron Weasley,0
608,Leg-Locker Curse?,Ron Weasley,0
1677,"But if it kills by looking people in the eye, why is it no one's dead?",Ron Weasley,0
5347,Snogging?  Who're you talking about?,Ron Weasley,0
6138,"I gotta tell you, I'm starting to freak out a bit.",Ron Weasley,0
6039,"We've got to get off the streets, get somewhere safe.",Ron Weasley,0
6324,The sword was stolen.,Ron Weasley,0
4814,Hey.  Where's Hermione?,Ron Weasley,0
219,Fred gave me a spell as to turn him yellow. Want to see?,Ron Weasley,0
1419,"Exactly! Now the whole school's gonna think you're his great- greatgreat grandson, or something.",Ron Weasley,0
2602,"He's my rat, sir. He's not really a rat. He was a rat. He was my brother Percy's rat. But then they gave him an owl...",Ron Weasley,0
1164,"Bloody bird's a menace. Oh, no!",Ron Weasley,0
1057,Mum fancies him.,Ron Weasley,0
432,"It's Levioooosa, not Leviosaaaar.  She's a nightmare, honestly. No wonder she hasn't got any friends!",Ron Weasley,0
2585,Hermione! Bad idea. Bad idea.,Ron Weasley,0
7016,"Six months she hasn't seen me and it's like I'm Frankie First Year. I mean, I'm only her brother.",Ron Weasley,0
1244,I don't like spiders What's that?,Ron Weasley,0
6336,"Yeah, and we're about as near getting rid of it as we are to finding the rest of them, aren't we!",Ron Weasley,0
7140,Bloody hell. We/'ll never find him on this.,Ron Weasley,0
3860,You said she was making you do lines!,Ron Weasley,0
2360,"Harry, you've seen the way that bloodthirsty beast of hers... is always lurking about. And Scabbers is gone.",Ron Weasley,0
6124,"The world's mental.  Come on, drink up.  We've got a Horcrux to find.",Ron Weasley,0
514,Jinxing the broom? What do we do?,Ron Weasley,0
1743,I'm fine!,Ron Weasley,0
7420,"Not exactly leaving the place better than we found it, are we?",Ron Weasley,0
6529,So I Disapparated and came out on this hillside.  It was dark.  I didn't have any idea where I was. I just had to hope one of you would show yourselves in the end. And you did.,Ron Weasley,0
1277,Ahem. Vera verto!,Ron Weasley,0
6560,Luna?,Ron Weasley,0
5154,I'm resigning.  After today's match.  McLaggen can have my spot.,Ron Weasley,0
557,"Harry wake up! Come on Harry, wake up!",Ron Weasley,0
2021,"Sure. Except no one's ever broken out of Azkaban before... and he's a murderous, raving lunatic.",Ron Weasley,0
2018,Let me get this straight. Sirius Black has escaped from Azkaban to come after you?,Ron Weasley,0
1408,You're a Parselmouth? Why didn't you tell us?,Ron Weasley,0
6707,Shell Cottage on the outskirts of Tinworth. Trust me.,Ron Weasley,0
3612,"We've only seen him twice, and not for very long. He's really busy.",Ron Weasley,0
2058,"Oh, don't try one of them. Oh, no. Look at him. His face.",Ron Weasley,0
957,"Rescuing you, of course. Now, come on. Get your trunk!",Ron Weasley,0
3124,Thank you Nigel.,Ron Weasley,0
3154,This is mad. At this rate we'll be the only ones in our year without dates.,Ron Weasley,0
966,"Come on, Harry! Hurry up!",Ron Weasley,0
2469,He bit me! Scabbers!,Ron Weasley,0
1668,The flying gear's jammed!,Ron Weasley,0
2743,"Quiet. Let the man through. I didn't mean to open it, Harry. It was badly wrapped. They made me do it.",Ron Weasley,0
813,"You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King.",Ron Weasley,0
3196,Traditional?? They're ancient! I look like my great aunt Tessie.,Ron Weasley,0
369,"Fred and George are on the team, too. Beaters.",Ron Weasley,0
1589,Hermione!,Ron Weasley,0
6117,Right. So let's do it.  Who gets who?,Ron Weasley,0
2855,"Loads according to Dad, that's what worried them so much. Happened right under their noses.",Ron Weasley,0
6659,Weasley... Barney Weasley.,Ron Weasley,0
5345,Do you think she knows I exist?,Ron Weasley,0
5380,I feel really... bad.,Ron Weasley,0
1567,"We don't even know this Tom Riddle. He sounds like a dirty, rotten snitch to me.",Ron Weasley,0
983,Do you think it'd be all right if we had some of this?,Ron Weasley,0
217,"Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?",Ron Weasley,0
4905,"Ron Weasley, sir.  But I'm dead awful at Potions, a menace actually, so I probably should just be going --",Ron Weasley,0
6530,I've always liked it.  These flames Hermione makes.,Ron Weasley,0
7278,"We thought you'd gone to the forest, we thought you might be --",Ron Weasley,0
250,There isn't a witch or wizard who went bad who wasn't in Slytherin.,Ron Weasley,0
3787,What if he were still on his...,Ron Weasley,0
280,I know you! You're Nearly Headless Nick!,Ron Weasley,0
5290,"Lav, c'mon. Of course I'll wear it.",Ron Weasley,0
2439,Scabbers! You're alive!,Ron Weasley,0
6531,How long you reckon she'll stay mad at me?,Ron Weasley,0
6864,You don't say.  Just out of interest... is there any other way out of here?,Ron Weasley,0
6329,"All right, I'll spit it out. Don't expect me to skip up and down because now there's some other damn thing we've got to find.",Ron Weasley,0
1134,"Honestly, Professor Snape, I think it did more damage to us.",Ron Weasley,0
1570,"That'll be a cheerful visit! Hello, Hagrid! Tell us, have you been setting anything mad and hairy loose in the castle lately?â",Ron Weasley,0
2961,Never mind. Doesn't matter. You could have let your best friend know though.,Ron Weasley,0
6875,It's been trained to expect pain when it hears the noise.,Ron Weasley,0
6571,Aren't you the one who keeps telling everyone it's their first duty to help Harry?,Ron Weasley,0
6027,Suppose it's him that did Mad-Eye. How would you feel then?,Ron Weasley,0
570,I know what that is. That's an invisibility cloak.,Ron Weasley,0
3137,Something's about to burst out of Hilary but I don't think it's a swan.,Ron Weasley,0
1580,"Who ever it was, they must have been looking for something.",Ron Weasley,0
5828,I knew Ginny was lying about that tattoo.,Ron Weasley,0
6470,"No, I... I did think maybe I saw something -- when I was running -- over there --",Ron Weasley,0
2096,"That was wicked, Harry!",Ron Weasley,0
1001,"Dad works in the Ministry of Magic, in the Misuse of Muggle Artifacts Office. Dad loves Muggles, thinks they're fascinating.",Ron Weasley,0
4806,Fred reckons people need a laugh these days.,Ron Weasley,0
3161,Come on. It's one thing for a bloke to show up alone. For a girl it's just sad.,Ron Weasley,0
6933,Maybe it's because of the Horcruxes. Maybe he's growing weaker. Maybe he's dying.,Ron Weasley,0
1747,Lockhart's memory charm backfired. He hasn't got a clue who he is!,Ron Weasley,0
2414,"She's gone mental, Hermione has. I mean, not that she wasn't always mental... but now it's in the open for everyone to see.",Ron Weasley,0
1526,"But, it can't hurt if someone throws something at you. I mean, it'll just go right through you.",Ron Weasley,0
6942,Did you get a look at him! Fora second I thought it was --,Ron Weasley,0
791,"Alohomora!  Well, it was worth a try.",Ron Weasley,0
819,Check.,Ron Weasley,0
4347,Stupify!,Ron Weasley,0
3219,"No, we'd NOT care to join you and Viktor.",Ron Weasley,0
6869,Imperio!,Ron Weasley,0
6113,No.  He's worried he should have got more money for it.,Ron Weasley,0
1683,Pipes? It's using the plumbing!,Ron Weasley,0
6923,What happens when he finds out four are gone?,Ron Weasley,0
2543,What are you trying to do to him? Scabbers! Leave him alone! Get off him! What are you doing?,Ron Weasley,0
595,"Harry, I know what you're thinking, but don't. There's something not quite right about that mirror.",Ron Weasley,0
5909,Won't he know he's being hunted?,Ron Weasley,0
4815,"Harry, where is she?",Ron Weasley,0
591,I'll be right back.  Want to play chess?,Ron Weasley,0
2471,"Scabbers, come back!",Ron Weasley,0
4019,"Come off it, Hagrid! We're not blind!",Ron Weasley,0
760,Hermione!!,Ron Weasley,0
6156,"Finite Incantatem, okay.  And if that doesn't work...?",Ron Weasley,0
2087,You're supposed to stroke it.,Ron Weasley,0
3120,Yeah it is isn't it. Suppose I was a bit distraught.,Ron Weasley,0
5439,"Still no luck with Slughorn, I take it?",Ron Weasley,0
5035,Barking.  Does he not remember that raving arachnid tried to eat us? What?,Ron Weasley,0
5342,She could never annoy me.  I think... I think I love her.,Ron Weasley,0
783,Whew. Lucky we didn't panic!,Ron Weasley,0
5230,"It's just, well, you can't break an Unbreakable Vow.",Ron Weasley,0
593,We go and visit Hagrid?,Ron Weasley,0
4010,I'm going to resign.,Ron Weasley,0
4111,So you're saying this weapon You- Know-Who's after is in the Department of Mysteries?,Ron Weasley,0
4755,Harry!,Ron Weasley,0
4811,Is it just me?  Or do Draco and mummy look like two people who don't want to be followed?,Ron Weasley,0
2849,"Just the drewbals, thanks.",Ron Weasley,0
3857,Harry! I tried out for Quidditch Keeper at the tryouts! I'm on the team!,Ron Weasley,0
6250,It's angry.,Ron Weasley,0
6901,Foul little git. Least we've got Bogrod.,Ron Weasley,0
5071,"Harry, she's swallowing her tongue --",Ron Weasley,0
1096,Oh no! The Invisibility Booster must be faulty!,Ron Weasley,0
2817,"There's no one like Krum. He's like a bird the way he rides the wind. He's more than an athlete, he's an artist.",Ron Weasley,0
5008,"Not bloody likely.  He's top of the class.  Even better than you, Hermione.  Slughorn thinks he's a genius.",Ron Weasley,0
5033,Spider?  About six feet tall?  Ten feet wide?,Ron Weasley,0
3158,Now I'm really depressed.,Ron Weasley,0
740,"You're a little scary sometimes...you know that? Brilliant, but scary.",Ron Weasley,0
376,"Whoa. Harry, you never told me your father was a Seeker, too.",Ron Weasley,0
2283,"Shut your mouth, Malfoy.",Ron Weasley,0
469,"Mind you, I mean, we did save her life.",Ron Weasley,0
1963,"Brilliant. Loads of old stuff... like mummies, tombs, even Scabbers enjoyed himself.",Ron Weasley,0
552,"Change of plans, my parents decided to go to Romania to visit my brother Charlie. He's studying dragons there.",Ron Weasley,0
402,What do they think they're doing?? Keeping a thing like that locked up in a school.,Ron Weasley,0
550,That's wizard's chess.  I see you've packed.,Ron Weasley,0
610,"You have got to start standing up to people, Neville.",Ron Weasley,0
567,"Well, let's see then, put it on.",Ron Weasley,0
811,"Castle to E-4! Smash! Ron: Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game.",Ron Weasley,0
6818,You mean he could see you?,Ron Weasley,0
1958,A cat? Is that what they told you? Looks more like a pig with hair.,Ron Weasley,0
1371,Of course. Don't you see? Lucius Malfoy must have opened it when he was at school here. And now he's taught Draco how to do it.,Ron Weasley,0
4763,Mum sort of lost it last week. Said Ginny and I had no business going back to Hogwarts.  That it's too dangerous.,Ron Weasley,0
366,Seeker? But first years never make their house teams! You must be the youngest Quidditch player in...,Ron Weasley,0
5108,Right.,Ron Weasley,0
3221,He's a Durmstrang. You're fraternising with the enemy.,Ron Weasley,0
404,"I wasn't looking at its feet! I was a bit preoccupied with its heads. Or maybe you didn't notice, there were three!",Ron Weasley,0
1681,But how's a basilisk been getting around? A dirty great snake- someone would have seen it.,Ron Weasley,0
1379,Who's Moaning Myrtle?,Ron Weasley,0
3788,What if he's still on his mission from Dumbledore?,Ron Weasley,0
558,"Happy Christmas, Harry.",Ron Weasley,0
5149,I expect you'll be going with McLaggen.  Isn't he a member of the Slug Club?,Ron Weasley,0
3184,"There she was walking by. You know I like it when they walk. I couldn't help it, it just sort of slipped out.",Ron Weasley,0
3132,Dress robes? for what?,Ron Weasley,0
2537,Scabbers has been in my family for...,Ron Weasley,0
2160,"Honeyduke's Sweetshop is brilliant, but nothing beats Zonko's Joke Shop. We never did got a chance to go to the Shrieking Shack though. You heard it's the most...",Ron Weasley,0
471,What are friends for?,Ron Weasley,0
5361,Where's Romilda?,Ron Weasley,0
2566,So painful. They might chop it.,Ron Weasley,0
2198,Werewolves?,Ron Weasley,0
2035,"Well, you sort of went rigid. We thought maybe you were having a fit or something.",Ron Weasley,0
1194,Those are Nimbus Two Thousand and Ones! How did you get those?,Ron Weasley,0
7181,"Look inside him, Harry.",Ron Weasley,0
3116,At least I warned you about the dragons.,Ron Weasley,0
2295,Sure. Along with his Invisibility Cloak.,Ron Weasley,0
2054,". Green. That's a monkey. What is that? You call that a monkey? Do not give him one again. Hey, Neville, try an elephant.",Ron Weasley,0
1965,Along with the dung beetle.,Ron Weasley,0
3894,"""The Hog's Head,"" Hermione?",Ron Weasley,0
2896,"Well, my dad did tell me about one... The imperious curse.",Ron Weasley,0
2280,To the Shrieking Shack?,Ron Weasley,0
6766,And if we find one? How're we supposed to destroy it if we've given Griphook the sword?,Ron Weasley,0
6557,"Sorry, Harry.  Looks like it's Hermione and me this time.",Ron Weasley,0
3835,You reckon she's here to spy on us?,Ron Weasley,0
803,This is no graveyard.  It's a chessboard.,Ron Weasley,0
1631,"Harry, I don't like this Harry, I don't like this at all!",Ron Weasley,0
5095,Dean?  He's brilliant.,Ron Weasley,0
5081,"Believe me, Professor, I've been asking myself the same question for six years.",Ron Weasley,0
3150,"Blimey Harry, you slayed dragons. If you can't get a date who can?",Ron Weasley,0
5176,What's with the birds?,Ron Weasley,0
3199,"Poor kid, bet she's alone in her room crying her eyes out.",Ron Weasley,0
408,She needs to sort out her priorities!,Ron Weasley,0
3155,"Well, us and Neville!",Ron Weasley,0
2027,There's something moving out there. I think... someone's coming aboard.,Ron Weasley,0
6026,"So what do we do with you, huh? Kill us if it was turned round, wouldn't you?",Ron Weasley,0
6291,I'm hungry.,Ron Weasley,0
6468,Right.  Antlers.,Ron Weasley,0
5234,All she wants to do is snog me. My lips are getting chapped. Look.,Ron Weasley,0
1107,Harry! Hold on! Take my hand! Hold on!,Ron Weasley,0
2222,"There's something else you should know too. When you fell, your broom sort of blew into the Whomping Willow, and... Well...",Ron Weasley,0
5908,"What I'm saying is, if we do this thing right, if we find the Horcruxes and begin to destroy them one by one...",Ron Weasley,0
3606,"We wanted to, mate, we really did, but he thought they would get intercepted. There is an awkward silence.",Ron Weasley,0
6030,You're the best with spells.,Ron Weasley,0
2910,"Brilliant isn't he! Completely demented of course. Terrifying to be in the same room with, he's really BEEN there you know.",Ron Weasley,0
3314,Blimey even when you go wrong it turns out right.,Ron Weasley,0
2068,"Oh, yeah. Um... Well, Harry's got sort of a wonky cross. That's trials and suffering. And that there could be the sun and that's happiness. So... you're gonna suffer, but you're gonna be... happy about it.",Ron Weasley,0
1630,They're headed to the Dark Forest! Why spiders! Why couldn't it be follow the butterflies?â,Ron Weasley,0
3922,Not to mention you dueled with You- Know-Who all alone and he still couldn't kill you!,Ron Weasley,0
6661,Piss off!  Arthur Weasley's ten times the wizard you are!,Ron Weasley,0
3486,Do you think we'll ever just have a quiet year at Hogwarts?,Ron Weasley,0
4831,You're barking.  What would You- Know-Who want with a sod like Malfoy?,Ron Weasley,0
572,They're really rare.  I wonder who gave it to you?,Ron Weasley,0
5162,"C'mon, Harry.  We've got a game to win.",Ron Weasley,0
5179,"Look, I can't help it if she's got her knickers in a twist.  What Lav and I have -- well, let's just say there was no stopping it.  It's chemical.  Will it last?  Who knows?  Point is, I'm a free agent.",Ron Weasley,0
1649,Harry!,Ron Weasley,0
3126,I told him I'd get him Harry's autograph. Oh look mum's sent me something. Mum sent me a dress??,Ron Weasley,0
299,"Whew, we made it. Can you imagine the look on McGonagall's face if we were late?",Ron Weasley,0
5903,"Bill and Fleur.  Mum's been planning it for months.  Only thing that's kept her sane, I reckon.  She'll kill me if I miss it.  Kill you too.  Rather go face to face with You-Know-Who if I'm honest.",Ron Weasley,0
6881,Lumos !,Ron Weasley,0
2292,"Bloody hell, Harry. That was not funny.",Ron Weasley,0
1702,You're the Defense Against the Dark Arts teacher! You can't go now!,Ron Weasley,0
1416,I heard you speaking Parseltongue. Snake language?,Ron Weasley,0
661,"It's crazy. And worse, Malfoy knows.",Ron Weasley,0
2355,Unless of course you've been ripped to pieces!,Ron Weasley,0
6237,"I overheard a bloke from the Enforcement office talking about it at the Ministry.  Blimey, what's that smell?",Ron Weasley,0
985,"It's not much, but it's home.",Ron Weasley,0
5356,How do I look?,Ron Weasley,0
6613,"You're supposed to say the Cloak, but who wants to spend all day being invisible.  Dead boring if you ask me.  But an unbeatable wand!",Ron Weasley,0
423,Wingardrium Leviosar!,Ron Weasley,0
6061,"The two clinging to the tree are Death Eaters for sure.  Dunno 'bout the bloke on the bench. Can't see us, of course.  But we'll have to be careful coming and going.  C'mon.  There's something else you need to see.",Ron Weasley,0
5366,"Hello, darling.  Fancy a drink?",Ron Weasley,0
735,"Trevor shh! Go, you shouldn't be here!",Ron Weasley,0
6556,I think Hermione's right.  I think we ought to go and see Lovegood. What say we vote on it?  Those in favor...,Ron Weasley,0
1469,I think I'm gonna be sick!,Ron Weasley,0
4833,It's a creepy shop.  He's a creepy bloke.,Ron Weasley,0
6239,Not bloody likely.  Smells like something Ginny would cook.,Ron Weasley,0
810,"You there! D-5!  Yes, Hermione, I think this is going to be exactly like wizard's chess!",Ron Weasley,0
516,"Come on, Hermione!",Ron Weasley,0
5004,"Has a bit of a thing for you, Hermione.  Cormac.",Ron Weasley,0
6904,You're asking us? You're the brilliant one.,Ron Weasley,0
5941,"Oh, c'mon!  Beedle's stories are famous!  Babbity Rabbitty? No...?",Ron Weasley,0
767,Harry!,Ron Weasley,0
6597,Midnight.  Mum always said midnight. But twilight's fine.  Better actually.,Ron Weasley,0
6846,"Harry, what do we do? Harry...?",Ron Weasley,0
6109,Piece of advice.  Let's not rehash old times.  Got it... mate?,Ron Weasley,0
1117,Ahh-ha-ha! My wand! Look at my wand!,Ron Weasley,0
