Dialogue ID,Character Name,Dialogue,Topic
806,Ron Weasley,"It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight.",strategy
5435,Ron Weasley,So.  Did you and Ginny do it?,social dynamics
2614,Ron Weasley,"Hermione, no! He's not worth it.",social dynamics
197,Ron Weasley,"Excuse me, do you mind? Everywhere else is full.",social dynamics
211,Ron Weasley,"They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!",magic
5105,Ron Weasley,"Hermione's got nice skin. Wouldn't you say?  As skin goes, I mean.",social dynamics
607,Ron Weasley,That's insulting! It's as if they don't trust us!  Dumbledore again!,social dynamics
2846,Ron Weasley,Packet of drewbals and a liquorice wand.,magical creatures
608,Ron Weasley,Leg-Locker Curse?,magic
1677,Ron Weasley,"But if it kills by looking people in the eye, why is it no one's dead?",strategy
5347,Ron Weasley,Snogging?  Who're you talking about?,social dynamics
6138,Ron Weasley,"I gotta tell you, I'm starting to freak out a bit.",social dynamics
6039,Ron Weasley,"We've got to get off the streets, get somewhere safe.",strategy
6324,Ron Weasley,The sword was stolen.,strategy
4814,Ron Weasley,Hey.  Where's Hermione?,strategy
219,Ron Weasley,Fred gave me a spell as to turn him yellow. Want to see?,magic
1419,Ron Weasley,"Exactly! Now the whole school's gonna think you're his great- greatgreat grandson, or something.",social dynamics
2602,Ron Weasley,"He's my rat, sir. He's not really a rat. He was a rat. He was my brother Percy's rat. But then they gave him an owl...",magical creatures
1164,Ron Weasley,"Bloody bird's a menace. Oh, no!",magical creatures
1057,Ron Weasley,Mum fancies him.,social dynamics
432,Ron Weasley,"It's Levioooosa, not Leviosaaaar.  She's a nightmare, honestly. No wonder she hasn't got any friends!",magic
2585,Ron Weasley,Hermione! Bad idea. Bad idea.,strategy
7016,Ron Weasley,"Six months she hasn't seen me and it's like I'm Frankie First Year. I mean, I'm only her brother.",social dynamics
1244,Ron Weasley,I don't like spiders What's that?,magical creatures
6336,Ron Weasley,"Yeah, and we're about as near getting rid of it as we are to finding the rest of them, aren't we!",strategy
7140,Ron Weasley,Bloody hell. We/'ll never find him on this.,strategy
3860,Ron Weasley,You said she was making you do lines!,hogwarts academics
2360,Ron Weasley,"Harry, you've seen the way that bloodthirsty beast of hers... is always lurking about. And Scabbers is gone.",magical creatures
6124,Ron Weasley,"The world's mental.  Come on, drink up.  We've got a Horcrux to find.",strategy
514,Ron Weasley,Jinxing the broom? What do we do?,threats
1743,Ron Weasley,I'm fine!,social dynamics
7420,Ron Weasley,"Not exactly leaving the place better than we found it, are we?",strategy
6529,Ron Weasley,So I Disapparated and came out on this hillside.  It was dark.  I didn't have any idea where I was. I just had to hope one of you would show yourselves in the end. And you did.,magic
1277,Ron Weasley,Ahem. Vera verto!,magic
6560,Ron Weasley,Luna?,social dynamics
5154,Ron Weasley,I'm resigning.  After today's match.  McLaggen can have my spot.,hogwarts academics
